,name,year,miles_driven,price_per_mile,mileage,selling_price,seller_type,owner,transmission,engine,torque,seats,fuel
4392,Maruti Wagon R VXI 1.2,2015,46603,$9.12,48.27mpg,5822.5425,Dealer,First Owner,Manual,1197 CC,113Nm@ 4200rpm,5.0,Petrol
43,Honda City V MT,2013,53624,$7.93,39.52mpg,5822.5425,Dealer,First Owner,Manual,1497 CC,146Nm@ 4800rpm,5.0,Petrol
50,Honda Amaze S Diesel,2015,30944,$13.73,58.1mpg,5822.5425,Dealer,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
39,Tata Safari DICOR 2.2 LX 4x2,2011,37282,$11.4,32.77mpg,5822.5425,Individual,Second Owner,Manual,2179 CC,320Nm@ 1700-2700rpm,7.0,Diesel
1579,Maruti SX4 VDI,2014,31068,$13.68,51.25mpg,5822.5425,Individual,Second Owner,Manual,1248 CC,200Nm@ 1750rpm,5.0,Diesel
2023,Maruti Ertiga VXI,2015,37282,$11.35,37.68mpg,5795.1422999999995,Individual,Second Owner,Manual,1373 CC,130Nm@ 4000rpm,7.0,Petrol
5074,Honda City 1.5 S MT,2011,65244,$6.45,39.99mpg,5767.7420999999995,Individual,First Owner,Manual,1497 CC,146Nm at 4800 rpm,5.0,Petrol
894,Mahindra Bolero SLX,2010,74564,$5.65,31.99mpg,5767.7420999999995,Individual,Second Owner,Manual,2523 CC,180 Nm at 1440-1500rpm,7.0,Diesel
4932,Maruti Celerio ZXI Optional,2017,36972,$11.39,54.33mpg,5767.7420999999995,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
1644,Hyundai Verna 1.6 SX,2013,42875,$9.8,52.5mpg,5754.0419999999995,Individual,Third Owner,Manual,1582 CC,259.8Nm@ 1900-2750rpm,5.0,Diesel
5826,Hyundai Verna 1.6 SX,2012,62137,$6.76,52.5mpg,5754.0419999999995,Individual,Second Owner,Manual,1582 CC,259.8Nm@ 1900-2750rpm,5.0,Diesel
466,Chevrolet Enjoy 1.3 TCDi LS 7,2016,68351,$6.14,42.81mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,172.5Nm@ 1750rpm,7.0,Diesel
3574,Maruti Swift Dzire VDI,2013,65244,$6.44,55.04mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
6978,Maruti Swift Dzire VDI,2014,74564,$5.63,55.04mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
7046,Hyundai Santro Era,2019,18641,$22.53,47.75mpg,5754.0419999999995,Individual,First Owner,Manual,1086 CC,99Nm@ 4500rpm,5.0,Petrol
6621,Maruti Swift Dzire ZDI,2014,55923,$7.51,55.04mpg,5754.0419999999995,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
7671,Hyundai Grand i10 1.2 Kappa Asta,2013,13049,$32.19,44.46mpg,5754.0419999999995,Individual,First Owner,Manual,1197 CC,113.75nm@ 4000rpm,5.0,Petrol
7386,Maruti Swift LXI Optional-O,2015,22369,$18.78,47.98mpg,5754.0419999999995,Individual,First Owner,Manual,1197 CC,113Nm@ 4200rpm,5.0,Petrol
2269,Maruti Wagon R VXI BS IV,2017,18641,$22.53,48.24mpg,5754.0419999999995,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
3853,Maruti Wagon R LXI CNG,2017,37282,$11.27,62.57mpg,5754.0419999999995,Individual,First Owner,Manual,998 CC,77Nm@ 3500rpm,5.0,CNG
325,Maruti Swift Dzire VXi AT,2012,74564,$5.63,40.93mpg,5754.0419999999995,Individual,First Owner,Automatic,1197 CC,114Nm@ 4000rpm,5.0,Petrol
800,Chevrolet Enjoy 1.3 TCDi LS 7,2016,43496,$9.66,42.81mpg,5754.0419999999995,Individual,First Owner,Manual,1248 CC,172.5Nm@ 1750rpm,7.0,Diesel
3736,Toyota Etios GD,2014,74564,$5.63,55.49mpg,5754.0419999999995,Individual,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
1615,Chevrolet Sail Hatchback LS ABS,2013,29089,$14.44,51.98mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,205Nm@ 1750rpm,5.0,Diesel
7200,Mahindra KUV 100 D75 K4 Plus,2018,19262,$21.8,59.56mpg,5754.0419999999995,Individual,First Owner,Manual,1198 CC,190Nm@ 1750-2250rpm,6.0,Diesel
6073,Maruti Wagon R AMT VXI,2018,21748,$19.31,48.24mpg,5754.0419999999995,Individual,First Owner,Automatic,998 CC,90Nm@ 3500rpm,5.0,Petrol
768,Maruti Swift Dzire VDi,2012,74564,$5.63,45.4mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
1939,Honda Amaze S i-Dtech,2014,62137,$6.76,60.69mpg,5754.0419999999995,Individual,Second Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
5311,Hyundai i10 Magna 1.1L,2016,6058,$69.33,46.6mpg,5754.0419999999995,Individual,Second Owner,Manual,1086 CC,99.04Nm@ 4500rpm,5.0,Petrol
3015,Hyundai Santro Era,2019,12427,$33.8,47.75mpg,5754.0419999999995,Individual,Second Owner,Manual,1086 CC,99Nm@ 4500rpm,5.0,Petrol
7142,Maruti Swift ZXI,2013,41632,$10.09,43.75mpg,5754.0419999999995,Individual,First Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
7238,Maruti Swift Dzire VDI,2013,65244,$6.44,55.04mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
864,Tata Tigor 1.05 Revotorq XZ,2017,68351,$6.14,58.1mpg,5754.0419999999995,Individual,First Owner,Manual,1047 CC,140Nm@ 1800-3000rpm,5.0,Diesel
1786,Mahindra Scorpio M2DI,2010,99730,$4.21,31.75mpg,5754.0419999999995,Individual,Fourth & Above Owner,Manual,2179 CC,277.5Nm@ 1700-2200rpm,5.0,Diesel
1592,Mahindra Bolero 2011-2019 SLX,2012,31068,$13.52,37.54mpg,5754.0419999999995,Individual,First Owner,Manual,2523 CC,195Nm@ 1400-2200rpm,7.0,Diesel
3704,Hyundai Grand i10 Magna,2016,18641,$22.53,44.46mpg,5754.0419999999995,Individual,Second Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
207,Maruti Wagon R AMT VXI,2018,21748,$19.31,48.24mpg,5754.0419999999995,Individual,First Owner,Automatic,998 CC,90Nm@ 3500rpm,5.0,Petrol
715,Mahindra Scorpio M2DI,2011,62137,$6.76,31.75mpg,5754.0419999999995,Individual,Second Owner,Manual,2179 CC,277.5Nm@ 1700-2200rpm,5.0,Diesel
2033,Maruti Celerio ZXI,2020,15534,$27.04,50.88mpg,5754.0419999999995,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
6237,Chevrolet Enjoy 1.3 TCDi LS 7,2016,68351,$6.14,42.81mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,172.5Nm@ 1750rpm,7.0,Diesel
630,Maruti Swift Dzire VDI,2014,49710,$8.45,55.04mpg,5754.0419999999995,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
3683,Hyundai i20 Sportz 1.4 CRDi,2014,31068,$13.52,53.02mpg,5754.0419999999995,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
1289,Hyundai Xcent 1.1 CRDi S Option,2014,55923,$7.51,57.39mpg,5754.0419999999995,Individual,Second Owner,Manual,1120 CC,180.4Nm@ 1750-2500rpm,5.0,Diesel
1492,Maruti Swift Dzire LDI,2015,71458,$5.88,62.54mpg,5754.0419999999995,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
3620,Maruti Eeco 5 Seater AC BSIV,2019,6214,$67.59,36.15mpg,5754.0419999999995,Individual,First Owner,Manual,1196 CC,101Nm@ 3000rpm,5.0,Petrol
6746,Volkswagen Jetta 2.0L TDI Comfortline,2012,68351,$6.14,45.47mpg,5754.0419999999995,Individual,Third Owner,Manual,1968 CC,320Nm@ 1750-2500rpm,5.0,Diesel
4855,Honda Amaze VX i-DTEC,2013,24855,$16.9,60.69mpg,5754.0419999999995,Individual,Second Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
3596,Hyundai i20 Sportz 1.4 CRDi,2014,31068,$13.52,53.02mpg,5754.0419999999995,Individual,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
1836,Ford Figo 1.5P Titanium AT,2015,24855,$16.74,40.01mpg,5699.2416,Individual,First Owner,Automatic,1499 CC,136Nm@ 4250rpm,5.0,Petrol
3398,Ford Figo 1.5P Titanium AT,2015,24855,$16.74,40.01mpg,5699.2416,Individual,First Owner,Automatic,1499 CC,136Nm@ 4250rpm,5.0,Petrol
8014,Maruti Swift VDI,2012,55923,$7.44,53.86mpg,5699.2416,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
4636,Volkswagen Polo 1.5 TDI Comfortline,2015,49710,$8.37,47.37mpg,5699.2416,Individual,First Owner,Manual,1498 CC,230Nm@ 1500-2500rpm,5.0,Diesel
3726,Hyundai Verna 1.6 SX CRDi (O),2012,49710,$8.35,52.5mpg,5685.5415,Individual,Second Owner,Manual,1582 CC,259.8Nm@ 1900-2750rpm,5.0,Diesel
2913,Hyundai Verna S,2012,37282,$11.13,41.63mpg,5685.5415,Dealer,First Owner,Manual,1497 CC,144.15nm@ 4500rpm,5.0,Petrol
2399,Chevrolet Optra Magnum 2.0 LS,2011,48735,$8.52,38.86mpg,5685.5415,Individual,First Owner,Manual,1991 CC,305Nm@ 2000rpm,5.0,Diesel
6607,Tata Zest Revotron 1.2 XT,2017,9321,$44.52,41.33mpg,5685.5415,Individual,First Owner,Manual,1193 CC,140Nm@ 1500-4000rpm,5.0,Petrol
7622,Volkswagen Polo Petrol Highline 1.2L,2012,49710,$8.35,38.74mpg,5685.5415,Individual,First Owner,Manual,1198 CC,110Nm@ 3750rpm,5.0,Petrol
946,Maruti Swift Dzire VDI,2012,67108,$6.18,55.04mpg,5685.5415,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
557,Hyundai Verna S,2012,37282,$11.13,41.63mpg,5685.5415,Dealer,First Owner,Manual,1497 CC,144.15nm@ 4500rpm,5.0,Petrol
3822,Toyota Etios Liva GD,2014,90720,$4.57,55.49mpg,5685.5415,Individual,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
3903,Hyundai i20 2015-2017 Sportz Option 1.4 CRDi,2012,51003,$8.14,53.02mpg,5685.5415,Dealer,First Owner,Manual,1396 CC,219.7Nm@ 1500-2750rpm,5.0,Diesel
3963,Maruti Swift Dzire VDI,2013,63999,$6.48,55.04mpg,5685.5415,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
3510,Honda Amaze S AT i-Vtech,2015,27962,$14.84,36.46mpg,5685.5415,Individual,First Owner,Automatic,1198 CC,109Nm@ 4500rpm,5.0,Petrol
2690,Maruti Eeco 5 Seater AC BSIV,2020,9321,$44.52,36.15mpg,5685.5415,Individual,First Owner,Manual,1196 CC,101Nm@ 3000rpm,5.0,Petrol
5392,Maruti Celerio ZXI Optional,2014,28583,$14.52,50.88mpg,5685.5415,Dealer,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
2731,Toyota Corolla Altis Diesel D4DG,2012,77671,$5.34,50.41mpg,5685.5415,Individual,Second Owner,Manual,1364 CC,205Nm@ 1800-2800rpm,5.0,Diesel
3124,Maruti Ritz ZXi,2013,37282,$11.13,43.51mpg,5685.5415,Individual,Second Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
2378,Ford Figo Aspire 1.5 TDCi Trend,2015,62498,$6.64,60.76mpg,5685.5415,Dealer,First Owner,Manual,1498 CC,215Nm@ 1750-3000rpm,5.0,Diesel
7597,Hyundai i20 1.2 Magna Executive,2014,44739,$9.28,43.75mpg,5685.5415,Dealer,First Owner,Manual,1197 CC,114.7Nm@ 4000rpm,5.0,Petrol
945,Maruti Swift Dzire VDi,2012,67108,$6.18,45.4mpg,5685.5415,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
5116,Hyundai Grand i10 Sportz,2016,15534,$26.52,44.46mpg,5644.4412,Individual,First Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
2067,Volkswagen Vento 1.5 TDI Highline AT,2014,55923,$7.35,49.89mpg,5630.7411,Individual,Second Owner,Automatic,1498 CC,250Nm@ 1500-2500rpm,5.0,Diesel
7804,Skoda Rapid 1.6 TDI Elegance,2011,40067,$10.26,48.22mpg,5630.7411,Dealer,Second Owner,Manual,1598 CC,250Nm@ 1500-2500rpm,5.0,Diesel
5544,Honda Brio 1.2 VX MT,2016,37282,$11.02,43.51mpg,5630.7411,Individual,Second Owner,Manual,1198 CC,109Nm@ 4500rpm,5.0,Petrol
3766,Toyota Etios Liva 1.4 GD,2012,68351,$6.01,55.49mpg,5630.7411,Dealer,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
2060,Volkswagen Vento 1.5 TDI Highline AT,2014,55923,$7.35,49.89mpg,5630.7411,Individual,Second Owner,Automatic,1498 CC,250Nm@ 1500-2500rpm,5.0,Diesel
3896,Maruti Celerio VXI,2016,15534,$26.46,54.33mpg,5630.7411,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
2524,Hyundai Grand i10 Sportz,2015,15534,$26.46,44.46mpg,5630.7411,Individual,First Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
5518,Maruti Swift ZXI,2013,38525,$10.67,51.75mpg,5630.7411,Dealer,First Owner,Manual,1197 CC,113Nm@ 4200rpm,5.0,Petrol
5523,Maruti Celerio VXI AT,2015,14912,$27.56,54.33mpg,5630.7411,Dealer,First Owner,Automatic,998 CC,90Nm@ 3500rpm,5.0,Petrol
795,Chevrolet Tavera Neo 3 LS 10 Str,2016,37282,$11.0,28.7mpg,5617.0272999,Individual,Second Owner,Manual,1994 CC,263.7Nm@ 2500rpm,10.0,Diesel
2990,Tata Tiago 1.2 Revotron XT,2019,15534,$26.39,56.08mpg,5617.0272999,Individual,First Owner,Manual,1199 CC,114Nm@ 3500rpm,5.0,Petrol
1700,Maruti Wagon R VXI BS IV,2015,11495,$35.67,48.24mpg,5617.0272999,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
5598,Chevrolet Tavera Neo 3 LT 9 Seats BSIV,2010,130488,$3.14,28.7mpg,5617.0272999,Individual,Fourth & Above Owner,Manual,1994 CC,263.7Nm@ 2500rpm,9.0,Diesel
1851,Maruti Eeco 5 Seater AC BSIV,2019,6214,$65.98,36.15mpg,5617.0272999,Individual,First Owner,Manual,1196 CC,101Nm@ 3000rpm,5.0,Petrol
3975,Maruti Wagon R VXI BS IV,2015,11495,$35.67,48.24mpg,5617.0272999,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
431,Hyundai Xcent 1.1 CRDi S Option,2015,83885,$4.89,57.39mpg,5617.0272999,Individual,Second Owner,Manual,1120 CC,180.4Nm@ 1750-2500rpm,5.0,Diesel
5140,Toyota Etios Liva VXD,2014,124274,$3.3,55.49mpg,5617.0272999,Individual,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
5719,Maruti Swift Dzire VDI,2013,62137,$6.6,55.04mpg,5617.0272999,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
4292,Maruti Swift VDI,2013,55923,$7.33,53.86mpg,5617.0272999,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
3000,Maruti Swift Dzire VDI,2014,93206,$4.4,55.04mpg,5617.0272999,Individual,Third Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
7515,Maruti Swift VDI,2013,62137,$6.6,53.86mpg,5617.0272999,Individual,Third Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
6428,Tata Tiago 1.2 Revotron XZ,2017,37282,$11.0,56.08mpg,5617.0272999,Individual,First Owner,Manual,1199 CC,114Nm@ 3500rpm,5.0,Petrol
609,Mahindra Bolero SLX,2011,31068,$13.2,31.99mpg,5617.0272999,Individual,Second Owner,Manual,2523 CC,180 Nm at 1440-1500rpm,7.0,Diesel
402,Maruti Eeco CNG 5 Seater AC,2020,21748,$18.85,49.11mpg,5617.0272999,Individual,First Owner,Manual,1196 CC,85Nm@ 3000rpm,5.0,CNG
907,Toyota Etios GD,2013,55923,$7.33,55.49mpg,5617.0272999,Individual,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
7290,Maruti Swift Dzire ZDI,2013,49856,$8.22,66.8mpg,5617.0272999,Dealer,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
8070,Honda Amaze VX O iDTEC,2015,37282,$11.0,60.69mpg,5617.0272999,Individual,First Owner,Manual,1498 CC,200Nm@ 1750rpm,5.0,Diesel
1393,Skoda Rapid 1.6 MPI Ambition Plus,2013,18020,$22.75,35.28mpg,5617.0272999,Individual,Second Owner,Manual,1598 CC,153Nm@ 3800rpm,5.0,Petrol
7064,Toyota Innova 2.5 E Diesel MS 8-seater,2007,154174,$2.66,30.11mpg,5617.0272999,Individual,Fourth & Above Owner,Manual,2494 CC,20.4@ 1400-3400(kgm@ rpm),8.0,Diesel
496,Toyota Etios Liva GD,2013,27962,$14.66,55.49mpg,5617.0272999,Individual,First Owner,Manual,1364 CC,170Nm@ 1800-2400rpm,5.0,Diesel
1022,Maruti Ritz VDi,2013,62137,$6.6,54.57mpg,5617.0272999,Individual,Third Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
4447,Maruti Swift ZDi,2013,55923,$7.33,53.86mpg,5617.0272999,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
4674,Hyundai Grand i10 1.2 CRDi Magna,2016,48467,$8.46,56.45mpg,5617.0272999,Dealer,First Owner,Manual,1186 CC,190.24nm@ 1750-2250rpm,5.0,Diesel
4188,Tata Indigo TDI,2010,62137,$6.6,46.13mpg,5617.0272999,Individual,Second Owner,Manual,1405 CC,135.4Nm@ 2500,5.0,Diesel
5592,Chevrolet Cruze LTZ,2011,49710,$8.25,43.04mpg,5617.0272999,Individual,Second Owner,Manual,1991 CC,327Nm@ 2600rpm,5.0,Diesel
6953,Maruti Ritz LDi,2016,74564,$5.5,54.57mpg,5617.0272999,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
240,Maruti Eeco 5 Seater AC BSIV,2017,8388,$48.88,36.15mpg,5617.0272999,Individual,First Owner,Manual,1196 CC,101Nm@ 3000rpm,5.0,Petrol
5974,Hyundai Verna 1.6 CRDI,2012,62137,$6.6,52.5mpg,5617.0272999,Individual,Second Owner,Manual,1582 CC,259.9Nm@ 1900-2750rpm,5.0,Diesel
2365,Mahindra Xylo D4 BSIV,2012,62137,$6.6,32.93mpg,5617.0272999,Individual,Second Owner,Manual,2498 CC,260 Nm at 1800-2200 rpm,8.0,Diesel
319,Maruti Wagon R VXI BS IV,2017,29204,$14.04,48.24mpg,5617.0272999,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
4508,Maruti Swift Dzire VXI,2013,21748,$18.85,44.93mpg,5617.0272999,Individual,First Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
1496,Honda City V AT,2010,68351,$6.0,36.69mpg,5617.0272999,Individual,Third Owner,Automatic,1497 CC,146Nm@ 4800rpm,5.0,Petrol
2946,Tata Tiago 1.2 Revotron XT,2018,21748,$18.85,56.08mpg,5617.0272999,Individual,Second Owner,Manual,1199 CC,114Nm@ 3500rpm,5.0,Petrol
443,Hyundai Xcent 1.2 Kappa S Option,2015,57787,$7.1,44.93mpg,5617.0272999,Individual,First Owner,Manual,1197 CC,113.75Nm@ 4000rpm,5.0,Petrol
304,Maruti Swift Dzire VXI,2014,43496,$9.4,44.93mpg,5603.3409,Individual,Second Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
2969,Ford Figo 1.2P Titanium MT,2017,37282,$10.94,42.71mpg,5589.6408,Individual,First Owner,Manual,1196 CC,112Nm@ 4000rpm,5.0,Petrol
2580,Maruti Swift VDI Optional,2015,62137,$6.52,59.27mpg,5548.5405,Individual,First Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
1494,Maruti Swift VXI Optional,2015,42253,$9.59,47.98mpg,5548.5405,Individual,Second Owner,Manual,1197 CC,113Nm@ 4200rpm,5.0,Petrol
276,Mahindra Scorpio LX,2011,76030,$5.31,28.34mpg,5534.8404,Individual,First Owner,Manual,2179 CC,290Nm@ 1800-2800rpm,9.0,Diesel
330,Toyota Innova 2.5 V Diesel 8-seater,2007,74564,$5.42,30.11mpg,5534.8404,Individual,Third Owner,Manual,2494 CC,20.4@ 1400-3400(kgm@ rpm),8.0,Diesel
1457,Mahindra Quanto C4,2016,18641,$21.62,40.48mpg,5521.1403,Individual,Second Owner,Manual,1493 CC,240Nm@ 1600-2800rpm,7.0,Diesel
5335,Hyundai Xcent 1.1 CRDi S,2015,45981,$8.72,57.39mpg,5493.7401,Individual,Second Owner,Manual,1120 CC,180.4Nm@ 1750-2500rpm,5.0,Diesel
181,Hyundai Grand i10 Sportz,2014,37282,$10.73,44.46mpg,5480.04,Individual,Second Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
585,Maruti Wagon R VXI Optional,2015,24855,$16.09,48.24mpg,5480.04,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
8013,Maruti Celerio LDi,2015,59030,$6.78,64.97mpg,5480.04,Individual,First Owner,Manual,793 CC,125Nm@ 2000rpm,5.0,Diesel
5863,Maruti Wagon R VXI BS IV,2015,13981,$28.61,48.24mpg,5480.04,Individual,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
6312,Maruti Swift Dzire VDi,2012,36288,$11.02,45.4mpg,5480.04,Individual,Second Owner,Manual,1248 CC,190Nm@ 2000rpm,5.0,Diesel
4838,Mahindra KUV 100 mFALCON D75 K6,2016,80778,$4.95,59.56mpg,5480.04,Individual,First Owner,Manual,1198 CC,190Nm@ 1750-2250rpm,6.0,Diesel
2362,Hyundai i20 Sportz 1.2,2013,26719,$14.97,43.51mpg,5480.04,Individual,Second Owner,Manual,1197 CC,113.7Nm@ 4000rpm,5.0,Petrol
669,Fiat Grande Punto Sport 90BHP,2013,55923,$7.15,47.75mpg,5480.04,Individual,First Owner,Manual,1248 CC,209Nm@ 2000rpm,5.0,Diesel
6732,Maruti Wagon R VXI BS IV,2016,12427,$32.19,48.24mpg,5480.04,Individual,Second Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
4924,Mahindra Scorpio M2DI,2011,86992,$4.6,31.75mpg,5480.04,Individual,Second Owner,Manual,2179 CC,277.5Nm@ 1700-2200rpm,5.0,Diesel
5797,Ford Figo 1.5D Trend MT,2016,28096,$14.24,60.76mpg,5480.04,Dealer,First Owner,Manual,1498 CC,215Nm@ 1750-3000rpm,5.0,Diesel
5553,Ford Figo Aspire 1.5 TDCi Trend,2015,88856,$4.5,60.76mpg,5480.04,Individual,First Owner,Manual,1498 CC,215Nm@ 1750-3000rpm,5.0,Diesel
3200,Maruti Wagon R LXI CNG,2017,68351,$5.85,62.57mpg,5480.04,Individual,First Owner,Manual,998 CC,77Nm@ 3500rpm,5.0,CNG
4912,Maruti Swift Dzire VXI,2014,62137,$6.44,44.93mpg,5480.04,Individual,Second Owner,Manual,1197 CC,114Nm@ 4000rpm,5.0,Petrol
7698,Mahindra Bolero SLE BSIII,2011,43496,$9.2,31.99mpg,5480.04,Individual,Second Owner,Manual,2523 CC,180 Nm at 1440-1500rpm,7.0,Diesel
1378,Maruti Wagon R VXI,2016,46218,$8.65,51.25mpg,5480.04,Dealer,First Owner,Manual,998 CC,90Nm@ 3500rpm,5.0,Petrol
3946,Nissan Micra Diesel XL Optional,2013,51574,$7.76,54.29mpg,5480.04,Individual,First Owner,Manual,1461 CC,160Nm@ 2000rpm,5.0,Diesel
2088,Mahindra KUV 100 mFALCON D75 K8,2016,31068,$12.87,59.56mpg,5480.04,Individual,First Owner,Manual,1198 CC,190Nm@ 1750-2250rpm,6.0,Diesel
6997,Mahindra KUV 100 mFALCON D75 K4,2017,31068,$12.87,59.56mpg,5480.04,Individual,First Owner,Manual,1198 CC,190Nm@ 1750-2250rpm,6.0,Diesel
3379,Maruti Swift LXI Optional-O,2015,31068,$12.87,47.98mpg,5480.04,Individual,First Owner,Manual,1197 CC,113Nm@ 4200rpm,5.0,Petrol
120,Nissan Terrano XL 85 PS,2014,43496,$9.2,48.1mpg,5480.04,Individual,Third Owner,Manual,1461 CC,200Nm@ 1900rpm,5.0,Diesel
4774,Mahindra Bolero 2011-2019 Plus Non AC,2011,62137,$6.44,37.54mpg,5480.04,Individual,First Owner,Manual,2523 CC,195Nm@ 1440-2200rpm,9.0,Diesel
4773,Tata Bolt Quadrajet XE,2016,62137,$6.44,53.98mpg,5480.04,Individual,First Owner,Manual,1248 CC,190Nm@ 1750-3000rpm,5.0,Diesel
1495,Mahindra Bolero 2011-2019 ZLX,2013,55923,$7.15,37.54mpg,5480.04,Individual,Second Owner,Manual,2523 CC,195Nm@ 1400-2200rpm,7.0,Diesel
3405,Maruti Alto K10 VXI AGS Optional,2017,6214,$64.37,56.33mpg,5480.04,Individual,First Owner,Automatic,998 CC,90Nm@ 3500rpm,5.0,Petrol
3372,Chevrolet Sail 1.2 LS ABS,2016,18641,$21.46,42.81mpg,5480.04,Individual,First Owner,Manual,1199 CC,108.5Nm@ 5000rpm,5.0,Petrol
3436,Volkswagen Vento Diesel Breeze,2012,37282,$10.73,48.22mpg,5480.04,Individual,Third Owner,Manual,1598 CC,250Nm@ 1500-2500rpm,5.0,Diesel
3443,Toyota Innova 2.5 GX (Diesel) 7 Seater,2013,21748,$18.39,30.55mpg,5480.04,Individual,First Owner,Manual,2494 CC,200Nm@ 1400-3400rpm,7.0,Diesel
597,Hyundai Verna 1.6 SX,2011,137875,$2.9,52.5mpg,5480.04,Dealer,First Owner,Manual,1582 CC,259.8Nm@ 1900-2750rpm,5.0,Diesel
3454,Ford Figo Diesel EXI,2014,18641,$21.46,47.04mpg,5480.04,Individual,First Owner,Manual,1399 CC,160Nm@ 2000rpm,5.0,Diesel
524,Chevrolet Sail 1.2 LS ABS,2016,18641,$21.46,42.81mpg,5480.04,Individual,First Owner,Manual,1199 CC,108.5Nm@ 5000rpm,5.0,Petrol
2543,Chevrolet Optra Magnum 2.0 LT,2012,39768,$10.06,38.86mpg,5480.04,Individual,First Owner,Manual,1991 CC,305Nm@ 2000rpm,5.0,Diesel
7557,Volkswagen Jetta 2.0 TDI Comfortline,2010,62137,$6.44,35.28mpg,5480.04,Individual,First Owner,Manual,1896 CC,"25.5@ 1,900(kgm@ rpm)",5.0,Diesel
6625,Tata Tiago 1.2 Revotron XZ,2018,24855,$16.09,56.08mpg,5480.04,Individual,First Owner,Manual,1199 CC,114Nm@ 3500rpm,5.0,Petrol
106,Ford Freestyle Titanium Petrol BSIV,2020,3107,$128.74,44.69mpg,5480.04,Individual,Second Owner,Manual,1194 CC,120Nm@ 4250rpm,5.0,Petrol
